usefulCount,coolCount,funnyCount,tipCount,friendCount,reviewCount,avg_posting_rate,postive_ratio,average_content_similarityBM,reviewer_deviattion,membership_length,rev_duration,pn_ratio,capital_diversity,flagged
0,0,0,0,0,0,0,1,0,0.1662,0.1348,0,0.0206,0.144,N
0,0,0,0,0,0.002,0.0254,0.6,0.1349,0.4602,0.2697,0.0202,0.0103,0.1674,Y
0.1739,0.05,0.0714,0.0688,0.0757,0.6024,0.019,0.56,0.1796,0.4538,0.8764,0.9013,0.0412,0.1241,N
0,0,0,0,0,0.0015,0.0056,0.75,0.0333,0.1726,0.4607,0.1854,0.0412,0.2436,Y
0,0,0,0,0.0016,0.0396,0.0197,0.63,0.1815,0.1214,0.427,0.417,0.0206,0.1089,N
0,0,0,0,0,0,0,0,0,0.6903,0.4157,0,0,0.1663,Y
0,0,0,0,0,0.004,0.0136,0.77,0.0944,0.1662,0.3483,0.1824,0.0412,0.1792,N
0,0,0,0,0,0,0,0,0,0.4026,0.427,0,0,0.178,Y
0,0,0,0.0011,0.0014,0.0075,0.0132,0.93,0.1137,0.4538,0.3596,0.1607,0.0825,0.1077,N
0,0,0,0,0,0.0005,0,0,0.0028,0.5588,0.7416,0.7332,0,0.1218,Y
0,0,0,0.0021,0,0.022,0.0048,0.4,0.2043,0.1214,0.4045,0.2324,0.0103,0.1827,N
0,0,0,0,0,0.0005,0.0169,1,0.0042,0.304,0.2022,0,0.0309,0.0995,Y
0,0.05,0,0.4709,0.0106,0.0856,0.0802,0.57,0.1628,0.1662,0.427,0.4204,0.0412,0,N
0,0,0,0,0,0,0,0,0,0.2712,0.0787,0,0.0103,0.0773,Y
0,0,0,0,0.0014,0.033,0.0777,0.8,0.1497,0.1214,0.4382,0.3146,0.134,0.0785,N
0,0,0,0,0.0012,0.001,0,0.33,0.0117,0.304,0.5169,0.0871,0,0.2424,Y
0.0435,0,0,0,0.0008,0.0195,0.0153,0.3,0.119,0.409,0.5281,0.5258,0,0.1546,N
0,0,0,0,0.0004,0.0015,0.0056,0.75,0.1256,0.8464,0.3596,0.2265,0.0206,0.2037,Y
0,0,0,0,0.001,0.0235,0.0093,0.68,0.1471,0.1214,0.6854,0.2754,0.0825,0.13,N
0,0,0,0,0.0002,0.0115,0.0412,0.7,0.1858,0.0164,0.1798,0.0243,0.0309,0.1593,Y
0,0,0,0.0233,0.0046,0.0531,0.0369,0.7,0.1591,0.1214,0.4045,0.407,0.0515,0.1557,N
0,0,0,0,0,0.0025,0.0339,1,0.0903,0.0164,0.1685,0.0037,0.0722,0.1651,Y
0,0,0,0,0.0022,0.023,0.0126,0.51,0.1446,0.1214,0.7079,0.6271,0.0103,0.034,N
0,0,0,0,0,0.0025,0.0085,0.66,0.071,0.304,0.2584,0.0321,0.0206,0.1745,Y
0,0,0,0,0.0002,0,0,0,0,0.6966,0.1236,0,0,0.1393,N
0,0,0,0,0,0,0,0,0,0.8464,0.236,0,0,0.1253,Y
0,0,0,0.0042,0.004,0.0526,0.041,0.69,0.142,0.1662,0.4831,0.3969,0.0515,0.0867,N
0,0,0,0,0,0.001,0.0085,1,0.0874,0.304,0.2472,0.0475,0.0412,0.2155,Y
0,0,0,0,0.0064,0.1983,0.0459,0.63,0.3183,0.4538,0.4494,0.2504,0.0206,0.1405,N
0,0,0,0,0.0014,0.027,0.0496,0.7,0.1348,0.304,0.2584,0.2485,0.2062,0.2283,Y
0,0,0,0,0.0056,0.0421,0.0097,0.62,0.1124,0.409,0.6742,0.4058,0.0309,0.0785,N
0,0,0,0,0,0,0,1,0,0.304,0.2921,0,0.0206,0.1206,Y
0,0,0,0,0.0221,0.1823,0.0144,0.78,0.2071,0.1214,0.7303,0.7399,0.0825,0.1358,N
0,0,0,0,0,0.0005,0,1,0.0928,0.304,0.3034,0.1614,0.0309,0.1733,Y
0,0,0,0,0.0044,0.0446,0.0259,0.67,0.2099,0.4538,0.3483,0.3617,0.0515,0.1815,N
0,0,0,0,0,0.0015,0.0056,0.75,0.0839,0.8464,0.5393,0.2799,0.0206,0.0867,Y
0,0,0,0,0.0006,0.1412,0.0083,0.72,0.2423,0.1214,0.573,0.5919,0.0309,0.144,N
0,0,0,0,0,0,0,1,0,0.304,0.3483,0,0.0206,0.1827,Y
0,0,0.0357,0.0032,0.0173,0.0991,0.0216,0.72,0.1661,0.1662,0.5506,0.5572,0.0412,0.1979,N
0,0,0,0,0,0,0,1,0,0.304,0.3708,0,0.0206,0.1827,Y
0,0.05,0,0.3492,0.1246,0.1863,0.0228,0.87,0.2473,0.1662,0.8539,0.8468,0.1443,0.0984,N
0,0,0,0,0,0,0,1,0,0.304,0.382,0,0.0206,0.1253,Y
0,0,0.0714,0,0.005,0.0536,0.0046,0.65,0.15,0.6966,0.7191,0.636,0.0309,0.1265,N
0,0,0,0,0,0,0,1,0,0.304,0.3933,0,0.0206,0.13,Y
0.2174,0,0,0,0.0016,0.0015,0.0056,0.5,0.0776,0.409,0.4944,0.0116,0.0103,0.1721,N
0,0,0,0,0,0,0,1,0,0.0164,0.4157,0,0.0206,0.1183,Y
0,0,0,0,0.0072,0.1147,0.0177,0.69,0.2218,0.1662,0.5506,0.5658,0.1031,0.1241,N
0,0,0,0,0,0,0,1,0,0.304,0.4607,0,0.0206,0.1909,Y
0.0435,0,0,0,0.0008,0.002,0.0085,0.83,0.4013,0.4538,0.6517,0.333,0.0309,0.2225,N
0,0,0,0,0,0.0005,0,0,0.0685,0.8464,0.5506,0.0972,0,0.1639,Y
0.0435,0,0,0,0.0024,0.0085,0.0021,0.77,0.1312,0.1662,0.2809,0.0654,0.0722,0.1171,N
0,0,0,0,0,0,0,1,0,0.304,0.4719,0,0.0206,0.1721,Y
0.0435,0,0,0,0.0016,0.033,0.0134,0.79,0.1398,0.409,0.7079,0.3905,0.1134,0.137,N
0,0,0,0,0,0,0,1,0,0.304,0.5169,0,0.0206,0.1604,Y
0.0435,0,0,0,0.0034,0.0571,0.0409,0.61,0.133,0.409,0.7416,0.5912,0.0309,0.3138,N
0,0,0,0,0,0,0,1,0,0.304,0.5393,0,0.0206,0.3068,Y
0.0435,0,0,0,0.044,0.4226,0.0372,0.79,0.2592,0.1662,0.8427,0.815,0.3402,0.13,N
0,0,0,0,0,0,0,0,0,0.3923,0.0225,0,0,0.2658,Y
0.0435,0,0,0,0.0038,0.1607,0.0234,0.41,0.2363,0.1214,0.3708,0.3838,0.0103,0.1967,N
0,0,0,0,0,0.0025,0.0339,0,0.0931,0.1047,0.2472,0.0004,0,0.1019,Y
0.0435,0.05,0,0,0.0002,0.004,0.0678,0.8,0.223,0.1662,0.6292,0.0004,0.0412,0.3056,N
0,0,0,0,0,0.001,0.0085,0.33,0.0182,0.3923,0.6854,0.4122,0,0.1019,Y
0,0,0,0.0624,0.0068,0.1167,0.0251,0.51,0.1941,0.4538,0.4831,0.2777,0.0619,0.1276,N
0,0,0,0,0,0,0,0,0,0.3923,0.4607,0,0,0.1265,Y
0.087,0.05,0,0,0.0008,0.026,0.008,0.37,0.1623,0.409,0.764,0.3808,0,0.0902,N
